preCost,cost,itemDescription
0.948,9.48,curd
0.343,3.43,popcorn
0.663,6.63,brown bread
0.976,9.76,soda
0.432,4.32,whole milk
0.739,7.39,curd
0.116,1.16,chewing gum
0.544,5.44,pastry
0.203,2.03,newspapers
0.174,1.74,misc. beverages
0.669,6.69,flour
0.266,2.66,photo/film
0.994,9.94,hamburger meat
0.912,9.12,pickled vegetables
0.759,7.59,whole milk
0.783,7.83,other vegetables
0.557,5.57,bottled water
0.909,9.09,butter milk
0.443,4.43,butter
0.676,6.76,white wine
0.646,6.46,soda
0.1,1,shopping bags
0.732,7.32,whole milk
0.412,4.12,other vegetables
0.69,6.9,onions
0.475,4.75,long life bakery product
0.096,0.96,chocolate
0.484,4.84,bottled water
0.31,3.1,chewing gum
0.493,4.93,other vegetables
0.599,5.99,pastry
0.416,4.16,shopping bags
0.639,6.39,whole milk
0.37,3.7,other vegetables
0.938,9.38,shopping bags
0.302,3.02,root vegetables
0.155,1.55,whole milk
0.39,3.9,citrus fruit
0.906,9.06,whole milk
0.461,4.61,tea
0.398,3.98,beef
0.46,4.6,soda
0.282,2.82,fruit/vegetable juice
0.069,0.69,canned beer
0.301,3.01,mustard
0.347,3.47,coffee
0.838,8.38,meat spreads
0.439,4.39,whipped/sour cream
0.487,4.87,rolls/buns
0.518,5.18,grapes
0.454,4.54,domestic eggs
0.79,7.9,margarine
0.294,2.94,snack products
0.353,3.53,other vegetables
0.777,7.77,whole milk
0.283,2.83,dishes
0.044,0.44,flour
0.013,0.13,berries
0.238,2.38,whipped/sour cream
0.558,5.58,ice cream
0.251,2.51,butter
0.163,1.63,candles
0.468,4.68,frozen vegetables
0.527,5.27,shopping bags
0.64,6.4,margarine
0.492,4.92,soda
0.496,4.96,whipped/sour cream
0.492,4.92,condensed milk
0.638,6.38,whipped/sour cream
0.084,0.84,chewing gum
0.24,2.4,frozen vegetables
0.847,8.47,candy
0.239,2.39,sugar
0.43,4.3,brown bread
0.863,8.63,herbs
0.639,6.39,whole milk
0.763,7.63,tropical fruit
0.107,1.07,canned vegetables
0.124,1.24,chewing gum
0.421,4.21,coffee
0.428,4.28,root vegetables
0.435,4.35,pickled vegetables
0.731,7.31,frozen meals
0.109,1.09,domestic eggs
0.868,8.68,fruit/vegetable juice
0.947,9.47,margarine
0.023,0.23,chocolate
0.79,7.9,domestic eggs
0.748,7.48,frozen dessert
0.775,7.75,red/blush wine
0.951,9.51,waffles
0.666,6.66,margarine
0.967,9.67,grapes
0.533,5.33,cake bar
0.904,9.04,rolls/buns
0.153,1.53,liquor
0.07,0.7,waffles
0.933,9.33,other vegetables
0.101,1.01,shopping bags
0.267,2.67,whole milk
0.034,0.34,candy
0.099,0.99,sliced cheese
0.587,5.87,candy
0.353,3.53,canned fish
0.098,0.98,shopping bags
0.71,7.1,margarine
0.243,2.43,butter
0.198,1.98,soda
0.175,1.75,soda
0.857,8.57,misc. beverages
0.421,4.21,curd
0.873,8.73,cat food
0.681,6.81,shopping bags
0.68,6.8,candy
0.778,7.78,soda
0.07,0.7,soda
0.255,2.55,soda
0.855,8.55,whole milk
0.67,6.7,curd
0.801,8.01,shopping bags
0.628,6.28,other vegetables
0.653,6.53,red/blush wine
0.12,1.2,bottled beer
0.692,6.92,whole milk
0.639,6.39,root vegetables
0.097,0.97,bottled water
0.418,4.18,canned beer
0.383,3.83,pastry
0.205,2.05,detergent
0.148,1.48,hamburger meat
0.098,0.98,soda
0.744,7.44,soda
0.718,7.18,rolls/buns
0.864,8.64,root vegetables
0.469,4.69,whole milk
0.501,5.01,whole milk
0.625,6.25,white wine
0.346,3.46,cereals
0.558,5.58,butter milk
0.854,8.54,white bread
0.1,1,whole milk
0.647,6.47,butter
0.499,4.99,butter
0.464,4.64,chocolate
0.935,9.35,root vegetables
0.2,2,rolls/buns
0.017,0.17,pastry
0.185,1.85,soda
0.763,7.63,yogurt
0.507,5.07,yogurt
0.322,3.22,whole milk
0.208,2.08,napkins
0.615,6.15,other vegetables
0.224,2.24,other vegetables
0.471,4.71,cream cheese
0.742,7.42,frozen meals
0.468,4.68,rolls/buns
0.856,8.56,roll products
0.971,9.71,bottled water
0.758,7.58,other vegetables
0.237,2.37,oil
0.896,8.96,whole milk
0.758,7.58,condensed milk
0.628,6.28,whole milk
0.823,8.23,candy
0.201,2.01,candy
0.915,9.15,curd
0.968,9.68,frozen fruits
0.883,8.83,rolls/buns
0.294,2.94,rolls/buns
0.954,9.54,frozen vegetables
0.658,6.58,cream cheese
0.857,8.57,cake bar
0.181,1.81,abrasive cleaner
0.053,0.53,UHT-milk
0.78,7.8,whole milk
0.82,8.2,other vegetables
0.628,6.28,bottled beer
0.155,1.55,yogurt
0.616,6.16,tropical fruit
0.507,5.07,onions
0.507,5.07,rice
0.922,9.22,soda
0.27,2.7,whole milk
0.062,0.62,misc. beverages
0.324,3.24,other vegetables
0.513,5.13,soda
0.632,6.32,cream cheese
0.162,1.62,domestic eggs
0.228,2.28,pastry
0.598,5.98,soda
0.408,4.08,herbs
0.74,7.4,oil
0.799,7.99,whipped/sour cream
0.906,9.06,baking powder
0.785,7.85,frozen dessert
0.412,4.12,whole milk
0.806,8.06,packaged fruit/vegetables
0.96,9.6,cat food
0.25,2.5,processed cheese
0.293,2.93,UHT-milk
0.742,7.42,bottled beer
0.97,9.7,margarine
0.826,8.26,root vegetables
0.805,8.05,curd cheese
0.471,4.71,pastry
0.81,8.1,soda
0.592,5.92,butter milk
0.216,2.16,dessert
0.949,9.49,butter milk
0.79,7.9,pastry
0.991,9.91,domestic eggs
0.056,0.56,rolls/buns
0.241,2.41,yogurt
0.559,5.59,white wine
0.64,6.4,other vegetables
0.591,5.91,bottled water
0.529,5.29,root vegetables
0.15,1.5,sweet spreads
0.944,9.44,curd
0.508,5.08,bottled water
0.533,5.33,butter
0.894,8.94,domestic eggs
0.57,5.7,canned beer
0.688,6.88,bottled beer
0.72,7.2,dessert
0.914,9.14,UHT-milk
0.125,1.25,domestic eggs
0.817,8.17,bottled water
0.496,4.96,spread cheese
0.285,2.85,fruit/vegetable juice
0.145,1.45,newspapers
0.436,4.36,candy
0.996,9.96,butter
0.898,8.98,other vegetables
0.198,1.98,frozen vegetables
0.603,6.03,coffee
0.556,5.56,domestic eggs
0.767,7.67,canned fish
0.1,1,pip fruit
0.852,8.52,house keeping products
0.495,4.95,sugar
0.261,2.61,margarine
0.514,5.14,pip fruit
0.616,6.16,salty snack
0.882,8.82,waffles
0.341,3.41,hard cheese
0.984,9.84,newspapers
0.472,4.72,brown bread
0.214,2.14,whole milk
0.447,4.47,other vegetables
0.369,3.69,brown bread
0.862,8.62,brown bread
0.82,8.2,specialty chocolate
0.185,1.85,citrus fruit
0.192,1.92,whole milk
0.859,8.59,other vegetables
0.878,8.78,sliced cheese
0.701,7.01,ice cream
0.188,1.88,other vegetables
0.09,0.9,rolls/buns
0.92,9.2,pip fruit
0.827,8.27,root vegetables
0.518,5.18,rolls/buns
0.35,3.5,butter
0.12,1.2,whipped/sour cream
0.166,1.66,pastry
0.457,4.57,other vegetables
0.214,2.14,house keeping products
0.643,6.43,beverages
0.593,5.93,soda
0.859,8.59,pastry
0.657,6.57,baking powder
0.796,7.96,canned vegetables
0.43,4.3,whole milk
0.416,4.16,onions
0.852,8.52,whipped/sour cream
0.888,8.88,canned beer
0.445,4.45,bottled beer
0.582,5.82,condensed milk
0.288,2.88,bottled beer
0.175,1.75,pet care
0.73,7.3,other vegetables
0.974,9.74,detergent
0.962,9.62,whole milk
0.553,5.53,soft cheese
0.672,6.72,butter
0.018,0.18,UHT-milk
0.875,8.75,white bread
0.351,3.51,yogurt
0.941,9.41,canned beer
0.081,0.81,UHT-milk
0.043,0.43,spread cheese
0.439,4.39,whole milk
0.181,1.81,cocoa drinks
0.321,3.21,whole milk
0.559,5.59,specialty chocolate
0.004,0.04,rice
0.665,6.65,dessert
0.609,6.09,pastry
0.834,8.34,pip fruit
0.334,3.34,rolls/buns
0.304,3.04,salty snack
0.884,8.84,pastry
0.537,5.37,coffee
0.735,7.35,newspapers
0.536,5.36,specialty bar
0.155,1.55,salt
0.263,2.63,tropical fruit
0.299,2.99,sliced cheese
0.964,9.64,butter
0.09,0.9,margarine
0.044,0.44,other vegetables
0.521,5.21,yogurt
0.674,6.74,chewing gum
0.884,8.84,frozen fish
0.548,5.48,whipped/sour cream
0.27,2.7,other vegetables
0.964,9.64,whole milk
0.523,5.23,soda
0.248,2.48,yogurt
0.98,9.8,canned beer
0.234,2.34,dish cleaner
0.753,7.53,other vegetables
0.666,6.66,white bread
0.349,3.49,fruit/vegetable juice
0.542,5.42,citrus fruit
0.177,1.77,soda
0.102,1.02,soda
0.605,6.05,long life bakery product
0.241,2.41,rolls/buns
0.401,4.01,liquor (appetizer)
0.062,0.62,dessert
0.051,0.51,other vegetables
0.509,5.09,shopping bags
0.325,3.25,hard cheese
0.786,7.86,whipped/sour cream
0.537,5.37,specialty bar
0.093,0.93,white bread
0.285,2.85,rolls/buns
0.138,1.38,chewing gum
0.438,4.38,white bread
0.069,0.69,soda
0.512,5.12,chocolate
0.239,2.39,whole milk
0.39,3.9,white wine
0.125,1.25,soda
0.01,0.1,onions
0.01,0.1,candy
0.183,1.83,yogurt
0.364,3.64,sliced cheese
0.33,3.3,domestic eggs
0.719,7.19,butter milk
0.299,2.99,salty snack
0.545,5.45,rolls/buns
0.911,9.11,frozen potato products
0.521,5.21,specialty chocolate
0.849,8.49,pip fruit
0.069,0.69,yogurt
0.235,2.35,long life bakery product
0.471,4.71,dessert
0.23,2.3,bottled water
0.441,4.41,rolls/buns
0.234,2.34,soda
0.36,3.6,frozen vegetables
0.001,0.01,whole milk
0.748,7.48,soda
0.307,3.07,bottled water
0.074,0.74,whipped/sour cream
0.184,1.84,rolls/buns
0.564,5.64,napkins
0.273,2.73,domestic eggs
0.191,1.91,canned beer
0.424,4.24,frozen fish
0.545,5.45,cream cheese
0.699,6.99,mustard
0.642,6.42,tropical fruit
0.259,2.59,detergent
0.842,8.42,white bread
0.349,3.49,frozen meals
0.486,4.86,misc. beverages
0.65,6.5,yogurt
0.566,5.66,sliced cheese
0.834,8.34,red/blush wine
0.357,3.57,domestic eggs
0.729,7.29,kitchen towels
0.882,8.82,salt
0.691,6.91,newspapers
0.776,7.76,yogurt
0.352,3.52,soft cheese
0.124,1.24,pastry
0.852,8.52,rolls/buns
0.297,2.97,specialty bar
0.811,8.11,other vegetables
0.762,7.62,canned fish
0.913,9.13,bottled water
0.356,3.56,chewing gum
0.735,7.35,coffee
0.16,1.6,domestic eggs
0.655,6.55,salty snack
0.191,1.91,curd
0.917,9.17,other vegetables
0.542,5.42,domestic eggs
0.149,1.49,whole milk
0.103,1.03,yogurt
0.13,1.3,grapes
0.911,9.11,root vegetables
0.166,1.66,fruit/vegetable juice
0.502,5.02,curd
0.291,2.91,pip fruit
0.625,6.25,cream cheese
0.166,1.66,butter
0.706,7.06,detergent
0.566,5.66,canned vegetables
0.018,0.18,pasta
0.715,7.15,domestic eggs
0.832,8.32,ice cream
0.59,5.9,pastry
0.766,7.66,domestic eggs
0.952,9.52,pickled vegetables
0.418,4.18,pastry
0.179,1.79,salty snack
0.945,9.45,salty snack
0.538,5.38,coffee
0.081,0.81,pastry
0.677,6.77,pickled vegetables
0.443,4.43,jam
0.815,8.15,white wine
0.038,0.38,shopping bags
0.066,0.66,other vegetables
0.954,9.54,chocolate marshmallow
0.58,5.8,beef
0.352,3.52,whole milk
0.95,9.5,candy
0.152,1.52,herbs
0.422,4.22,fruit/vegetable juice
0.724,7.24,cream cheese
0.636,6.36,frozen vegetables
0.26,2.6,sugar
0.047,0.47,whole milk
0.106,1.06,root vegetables
0.15,1.5,sliced cheese
0.08,0.8,frozen vegetables
0.089,0.89,processed cheese
0.85,8.5,rolls/buns
0.858,8.58,shopping bags
0.358,3.58,root vegetables
0.62,6.2,specialty fat
0.421,4.21,pastry
0.179,1.79,waffles
0.139,1.39,brown bread
0.562,5.62,whole milk
0.393,3.93,vinegar
0.602,6.02,napkins
0.138,1.38,flour
0.448,4.48,rolls/buns
0.863,8.63,root vegetables
0.749,7.49,napkins
0.383,3.83,rolls/buns
0.413,4.13,red/blush wine
0.256,2.56,soda
0.025,0.25,rolls/buns
0.526,5.26,specialty cheese
0.878,8.78,rolls/buns
0.46,4.6,white wine
0.675,6.75,newspapers
0.451,4.51,yogurt
0.527,5.27,bottled beer
0.615,6.15,soda
0.385,3.85,brown bread
0.984,9.84,candles
0.248,2.48,other vegetables
0.065,0.65,skin care
0.478,4.78,rolls/buns
0.784,7.84,tropical fruit
0.62,6.2,rolls/buns
0.611,6.11,brown bread
0.301,3.01,condensed milk
0.387,3.87,brown bread
0.636,6.36,pip fruit
0.458,4.58,canned beer
0.92,9.2,other vegetables
0.845,8.45,red/blush wine
0.444,4.44,whipped/sour cream
0.569,5.69,salt
0.773,7.73,bottled water
0.816,8.16,whole milk
0.549,5.49,yogurt
0.232,2.32,other vegetables
0.603,6.03,rolls/buns
0.124,1.24,curd
0.634,6.34,beverages
0.541,5.41,root vegetables
0.324,3.24,white bread
0.862,8.62,salt
0.887,8.87,brown bread
0.249,2.49,soda
0.235,2.35,red/blush wine
0.647,6.47,rolls/buns
0.348,3.48,soda
0.318,3.18,dessert
0.671,6.71,curd
0.641,6.41,frozen dessert
0.981,9.81,whipped/sour cream
0.982,9.82,rolls/buns
0.489,4.89,soda
0.207,2.07,butter milk
0.948,9.48,snack products
0.85,8.5,whole milk
0.107,1.07,domestic eggs
0.279,2.79,UHT-milk
0.182,1.82,root vegetables
0.143,1.43,rolls/buns
0.208,2.08,rolls/buns
0.507,5.07,soda
0.75,7.5,whole milk
0.805,8.05,whipped/sour cream
0.696,6.96,white bread
0.72,7.2,napkins
0.234,2.34,domestic eggs
0.14,1.4,domestic eggs
0.935,9.35,shopping bags
0.617,6.17,bottled water
0.392,3.92,fruit/vegetable juice
0.222,2.22,white wine
0.385,3.85,yogurt
0.863,8.63,candy
0.57,5.7,beverages
0.852,8.52,soups
0.991,9.91,frozen dessert
0.723,7.23,brown bread
0.77,7.7,newspapers
0.695,6.95,shopping bags
0.61,6.1,specialty cheese
0.577,5.77,fruit/vegetable juice
0.693,6.93,sugar
0.118,1.18,margarine
0.738,7.38,whole milk
0.452,4.52,shopping bags
0.777,7.77,dessert
0.465,4.65,pip fruit
0.881,8.81,brown bread
0.297,2.97,fruit/vegetable juice
0.452,4.52,seasonal products
0.101,1.01,snack products
0.525,5.25,canned beer
0.293,2.93,shopping bags
0.639,6.39,soda
0.644,6.44,coffee
0.655,6.55,canned beer
0.909,9.09,other vegetables
0.135,1.35,butter
0.011,0.11,other vegetables
0.562,5.62,specialty cheese
0.856,8.56,frozen vegetables
0.462,4.62,other vegetables
0.285,2.85,rolls/buns
0.52,5.2,soda
0.695,6.95,shopping bags
0.127,1.27,yogurt
0.959,9.59,spread cheese
0.414,4.14,soft cheese
0.443,4.43,rolls/buns
0.388,3.88,whole milk
0.135,1.35,bottled beer
0.608,6.08,pip fruit
0.081,0.81,whole milk
0.647,6.47,dishes
0.47,4.7,margarine
0.027,0.27,bottled water
0.778,7.78,pip fruit
0.093,0.93,bottled beer
0.66,6.6,whole milk
0.081,0.81,citrus fruit
0.153,1.53,chewing gum
0.082,0.82,bottled water
0.447,4.47,rolls/buns
0.708,7.08,curd
0.647,6.47,whole milk
0.733,7.33,other vegetables
0.793,7.93,cream cheese
0.463,4.63,popcorn
0.253,2.53,other vegetables
0.033,0.33,whipped/sour cream
0.927,9.27,root vegetables
0.645,6.45,beef
0.674,6.74,sliced cheese
0.636,6.36,beef
0.981,9.81,roll products
0.448,4.48,spread cheese
0.204,2.04,domestic eggs
0.895,8.95,whole milk
0.421,4.21,whipped/sour cream
0.859,8.59,frozen vegetables
0.576,5.76,other vegetables
0.838,8.38,pot plants
0.918,9.18,rolls/buns
0.667,6.67,bottled water
0.348,3.48,whole milk
0.365,3.65,yogurt
0.998,9.98,flower (seeds)
0.952,9.52,frozen vegetables
0.856,8.56,mayonnaise
0.529,5.29,white bread
0.017,0.17,other vegetables
0.364,3.64,brown bread
0.637,6.37,frozen vegetables
0.012,0.12,other vegetables
0.649,6.49,butter milk
0.568,5.68,pickled vegetables
0.198,1.98,shopping bags
0.926,9.26,frozen potato products
0.563,5.63,UHT-milk
0.64,6.4,white bread
0.057,0.57,margarine
0.648,6.48,spread cheese
0.393,3.93,cream cheese
0.495,4.95,root vegetables
0.104,1.04,domestic eggs
0.354,3.54,yogurt
0.561,5.61,frozen dessert
0.676,6.76,other vegetables
0.831,8.31,processed cheese
0.832,8.32,bottled water
0.663,6.63,soda
0.357,3.57,mustard
0.786,7.86,other vegetables
0.875,8.75,bottled beer
0.635,6.35,bottled water
0.631,6.31,whole milk
0.861,8.61,curd
0.297,2.97,bathroom cleaner
0.139,1.39,margarine
0.239,2.39,other vegetables
0.761,7.61,domestic eggs
0.524,5.24,whipped/sour cream
0.391,3.91,whole milk
0.041,0.41,sugar
0.349,3.49,frozen meals
0.526,5.26,napkins
0.374,3.74,pip fruit
0.061,0.61,fruit/vegetable juice
0.142,1.42,rolls/buns
0.663,6.63,curd
0.138,1.38,other vegetables
0.146,1.46,whole milk
0.572,5.72,other vegetables
0.417,4.17,misc. beverages
0.293,2.93,soda
0.071,0.71,UHT-milk
0.169,1.69,butter
0.581,5.81,whipped/sour cream
0.543,5.43,other vegetables
0.44,4.4,other vegetables
0.868,8.68,newspapers
0.531,5.31,cream cheese
0.195,1.95,curd
0.835,8.35,Instant food products
0.381,3.81,canned beer
0.774,7.74,yogurt
0.391,3.91,other vegetables
0.163,1.63,beverages
0.457,4.57,yogurt
0.568,5.68,other vegetables
0.195,1.95,newspapers
0.511,5.11,hard cheese
0.991,9.91,canned beer
0.008,0.08,specialty bar
0.577,5.77,curd
0.872,8.72,butter
0.03,0.3,yogurt
0.667,6.67,dog food
0.978,9.78,pastry
0.649,6.49,other vegetables
0.448,4.48,soda
0.923,9.23,yogurt
0.688,6.88,citrus fruit
0.675,6.75,rolls/buns
0.984,9.84,sliced cheese
0.644,6.44,yogurt
0.439,4.39,soda
0.862,8.62,whole milk
0.192,1.92,butter
0.736,7.36,margarine
0.817,8.17,hamburger meat
0.854,8.54,other vegetables
0.194,1.94,vinegar
0.715,7.15,bottled beer
0.249,2.49,shopping bags
0.425,4.25,baking powder
0.008,0.08,yogurt
0.656,6.56,coffee
0.39,3.9,rolls/buns
0.415,4.15,curd
0.528,5.28,yogurt
0.686,6.86,pastry
0.253,2.53,newspapers
0.869,8.69,yogurt
0.177,1.77,rice
0.393,3.93,beverages
0.584,5.84,other vegetables
0.121,1.21,cocoa drinks
0.987,9.87,candy
0.581,5.81,long life bakery product
0.847,8.47,whole milk
0.108,1.08,soda
0.582,5.82,canned beer
0.686,6.86,bottled beer
0.076,0.76,tropical fruit
0.171,1.71,toilet cleaner
0.007,0.07,whole milk
0.66,6.6,bottled beer
0.668,6.68,fruit/vegetable juice
0.948,9.48,cat food
0.079,0.79,rolls/buns
0.79,7.9,rolls/buns
0.033,0.33,onions
0.861,8.61,frozen vegetables
0.796,7.96,citrus fruit
0.169,1.69,sliced cheese
0.002,0.02,frozen fruits
0.333,3.33,yogurt
0.936,9.36,yogurt
0.4,4,other vegetables
0.468,4.68,chewing gum
0.619,6.19,root vegetables
0.941,9.41,UHT-milk
0.113,1.13,domestic eggs
0.244,2.44,domestic eggs
0.277,2.77,candy
0.282,2.82,cream cheese
0.207,2.07,beef
0.393,3.93,canned beer
0.508,5.08,other vegetables
0.854,8.54,margarine
0.878,8.78,other vegetables
0.477,4.77,ketchup
0.073,0.73,beef
0.077,0.77,seasonal products
0.146,1.46,cream cheese
0.852,8.52,baking powder
0.812,8.12,dog food
0.49,4.9,sliced cheese
0.716,7.16,root vegetables
0.941,9.41,ice cream
0.294,2.94,pastry
0.968,9.68,rolls/buns
0.785,7.85,sweet spreads
0.206,2.06,whole milk
0.369,3.69,syrup
0.124,1.24,chicken
0.983,9.83,other vegetables
0.41,4.1,whipped/sour cream
0.328,3.28,butter milk
0.401,4.01,whipped/sour cream
0.383,3.83,mustard
0.001,0.01,whole milk
0.49,4.9,citrus fruit
0.444,4.44,butter
0.476,4.76,dessert
0.074,0.74,UHT-milk
0.943,9.43,whole milk
0.035,0.35,whole milk
0.718,7.18,hard cheese
0.437,4.37,hygiene articles
0.917,9.17,waffles
0.207,2.07,chocolate marshmallow
0.078,0.78,long life bakery product
0.085,0.85,candy
0.041,0.41,berries
0.042,0.42,root vegetables
0.678,6.78,bottled beer
0.719,7.19,shopping bags
0.56,5.6,bottled water
0.254,2.54,salty snack
0.233,2.33,chocolate
0.097,0.97,whole milk
0.028,0.28,soda
0.303,3.03,soda
0.706,7.06,whole milk
0.745,7.45,fruit/vegetable juice
0.856,8.56,brown bread
0.969,9.69,cat food
0.494,4.94,canned beer
0.68,6.8,jam
0.987,9.87,shopping bags
0.485,4.85,specialty bar
0.537,5.37,shopping bags
0.703,7.03,butter milk
0.504,5.04,skin care
0.398,3.98,butter
0.877,8.77,white bread
0.96,9.6,dessert
1,10,whipped/sour cream
0.76,7.6,fruit/vegetable juice
0.974,9.74,chocolate
0.127,1.27,domestic eggs
0.191,1.91,white wine
0.687,6.87,yogurt
0.227,2.27,specialty bar
0.187,1.87,dessert
0.577,5.77,yogurt
0.23,2.3,soda
0.556,5.56,whole milk
0.773,7.73,pastry
0.585,5.85,cleaner
0.184,1.84,yogurt
0.017,0.17,yogurt
0.485,4.85,napkins
0.934,9.34,light bulbs
0.219,2.19,newspapers
0.415,4.15,margarine
0.435,4.35,rolls/buns
0.354,3.54,bottled beer
0.652,6.52,curd cheese
0.636,6.36,pot plants
0.738,7.38,whole milk
0.32,3.2,canned beer
0.707,7.07,yogurt
0.857,8.57,pip fruit
0.309,3.09,other vegetables
0.649,6.49,pastry
0.267,2.67,beef
0.12,1.2,UHT-milk
0.522,5.22,other vegetables
0.333,3.33,other vegetables
0.295,2.95,onions
0.159,1.59,butter
0.546,5.46,whole milk
0.035,0.35,whole milk
0.325,3.25,pastry
0.769,7.69,specialty cheese
0.19,1.9,rolls/buns
0.071,0.71,misc. beverages
0.541,5.41,other vegetables
0.051,0.51,coffee
0.978,9.78,onions
0.229,2.29,cream cheese
0.668,6.68,other vegetables
0.696,6.96,whole milk
0.124,1.24,tropical fruit
0.03,0.3,root vegetables
0.916,9.16,semi-finished bread
0.284,2.84,newspapers
0.17,1.7,whole milk
0.493,4.93,whipped/sour cream
0.99,9.9,rolls/buns
0.021,0.21,frozen meals
0.757,7.57,pastry
0.747,7.47,other vegetables
0.875,8.75,tidbits
0.45,4.5,whole milk
0.731,7.31,whole milk
0.702,7.02,butter
0.5,5,other vegetables
0.402,4.02,canned vegetables
0.61,6.1,salty snack
0.441,4.41,butter
0.535,5.35,root vegetables
0.909,9.09,rice
0.532,5.32,flower soil/fertilizer
0.085,0.85,yogurt
0.95,9.5,processed cheese
0.547,5.47,shopping bags
0.535,5.35,newspapers
0.762,7.62,whole milk
0.325,3.25,bottled beer
0.935,9.35,whole milk
0.959,9.59,margarine
0.426,4.26,other vegetables
0.329,3.29,other vegetables
0.641,6.41,root vegetables
0.383,3.83,domestic eggs
0.835,8.35,pip fruit
0.431,4.31,other vegetables
0.883,8.83,pudding powder
0.827,8.27,nut snack
0.894,8.94,yogurt
0.695,6.95,other vegetables
